iter	Logloss
240	0.3653220982
241	0.3652971408
242	0.3650957117
243	0.3650484001
244	0.365025163
245	0.3649342284
246	0.3648229033
247	0.3647870986
248	0.3647136785
249	0.3646463998
250	0.3642585494
251	0.3641657017
252	0.3640787856
253	0.3638977852
254	0.3636933488
255	0.3636630202
256	0.363630237
257	0.3635736007
258	0.363459507
259	0.3634267563
260	0.3631553222
261	0.3631276947
262	0.36283151
263	0.3627475249
264	0.3626041703
265	0.3624292258
266	0.3622506844
267	0.3622174788
268	0.3621580792
269	0.3619593962
270	0.3619381146
271	0.3619084623
272	0.3616340205
273	0.3615132476
274	0.361454895
275	0.3613084513
276	0.3612769338
277	0.3612497649
278	0.3612040415
279	0.3611688347
280	0.3611306378
281	0.3610969063
282	0.3610530632
283	0.3609983271
284	0.3608927917
285	0.3608639025
286	0.3608323833
287	0.3606107702
288	0.3605726797
289	0.3604716114
290	0.3604439166
291	0.3604133777
292	0.360351455
293	0.3600120987
294	0.3596205237
295	0.3594939673
296	0.3594347805
297	0.3592981283
298	0.3592602886
299	0.3591662826
300	0.3591382288
301	0.3591087427
302	0.3590660911
303	0.3590163206
304	0.3589822025
305	0.3589466454
306	0.3589094259
307	0.3588649524
308	0.3588206886
309	0.3587834471
310	0.3587387673
311	0.358700295
312	0.3586712974
313	0.3586174539
314	0.3585608644
315	0.3585250982
316	0.3584565744
317	0.3584070823
318	0.3583568894
319	0.3583110819
320	0.358252212
321	0.3582046169
322	0.3581608308
323	0.3578926683
324	0.3578017151
325	0.3577405997
326	0.3574755917
327	0.3574330131
328	0.3573485259
329	0.357307085
330	0.3572562917
331	0.3572092894
332	0.3571670623
333	0.3571155676
334	0.3570743246
335	0.3570279576
336	0.3569753744
337	0.3566664801
338	0.3566227434
339	0.3565620152
340	0.3565191934
341	0.3564735941
342	0.3564290506
343	0.3563842603
344	0.3563395382
345	0.3562949953
346	0.3562489794
347	0.3560650572
348	0.3557988679
349	0.3557550945
350	0.3557099547
351	0.3556653066
352	0.3555983306
353	0.3555509423
354	0.3555021187
355	0.3554598204
356	0.3554159098
357	0.355330699
358	0.3552827506
359	0.3552350507
360	0.3551905075
361	0.3551441383
362	0.3550995925
363	0.3550420236
364	0.3549954789
365	0.354947634
366	0.3549015758
367	0.3548544683
368	0.3547884458
369	0.3545142706
370	0.3544721504
371	0.3544300975
372	0.3543903614
373	0.354343674
374	0.3540647603
375	0.3540210963
376	0.3539656344
377	0.3539200734
378	0.353874722
379	0.3538302465
380	0.3537867512
381	0.3537431551
382	0.3536804292
383	0.3535983539
384	0.3535545819
385	0.3535118282
386	0.3534658432
387	0.3534212601
388	0.353360993
389	0.3533176089
390	0.3532712396
391	0.3532277132
392	0.3531818734
393	0.3531397832
394	0.3530981531
395	0.3530526292
396	0.3530095592
397	0.3529697546
398	0.3529297356
399	0.3528876492
400	0.3528462307
401	0.3528052324
402	0.3527638834
403	0.3527219705
404	0.3526788642
405	0.3526373688
406	0.3525989676
407	0.3525583906
408	0.3524983651
409	0.3524550493
410	0.3524115218
411	0.3523476685
412	0.352303685
413	0.3522646488
414	0.3522039922
415	0.3521612401
416	0.3521170439
417	0.3520765042
418	0.3520343469
419	0.3519945773
420	0.3519549089
421	0.3519179469
422	0.3518749466
423	0.3513604158
424	0.351317594
425	0.3512412823
426	0.3511979652
427	0.351155881
428	0.3511185321
429	0.351075848
430	0.3510139996
431	0.3509761206
432	0.3509413005
433	0.3508986887
434	0.3508562155
435	0.350813847
436	0.3505480732
437	0.3505065498
438	0.3504478953
439	0.3501284214
440	0.3500893894
441	0.3500475154
442	0.3500052172
443	0.3494452166
444	0.34940113
445	0.3493172195
446	0.349273588
447	0.3492307287
448	0.3491924347
449	0.349151369
450	0.349112301
451	0.3490699336
452	0.34883701
453	0.3487964713
454	0.348754489
455	0.3487123667
456	0.3484732105
457	0.3484351244
458	0.3483946873
459	0.3483529172
460	0.3483144801
461	0.3482742905
462	0.3482362399
463	0.3481772693
464	0.3481363412
465	0.3480958001
466	0.3480560311
467	0.3480200877
468	0.3479804966
469	0.3479416033
470	0.3479095863
471	0.3478699959
472	0.3478344756
473	0.3477953352
474	0.3477559877
475	0.3477187466
476	0.3476504721
477	0.3476094381
478	0.3475705462
479	0.3475343581
480	0.3474952917
481	0.3474440769
482	0.3474046244
483	0.347365874
484	0.3473265607
485	0.3472877378
486	0.3472455458
487	0.3472101963
488	0.3471717626
489	0.3471316749
490	0.3470924331
491	0.3470560685
492	0.3470208272
493	0.3469826372
494	0.3469460227
495	0.3463800073
496	0.3463427627
497	0.3463049971
498	0.3462456035
499	0.346207381
500	0.3461697873
501	0.3461314911
502	0.3460954088
503	0.3460599191
504	0.3459862748
505	0.3459514891
506	0.3459133707
507	0.3458775328
508	0.3458397299
509	0.3458022767
510	0.3457647552
511	0.3457286717
512	0.3456912908
513	0.3456533843
514	0.3456154399
515	0.3455776718
516	0.3455443267
517	0.3455096468
518	0.3454724091
519	0.345435412
520	0.3453960647
521	0.3453586479
522	0.3453037837
523	0.3452711058
524	0.3452348439
525	0.345202094
526	0.3451737658
527	0.3451367689
528	0.3451021224
529	0.3448460695
530	0.3448107585
531	0.344774394
532	0.3447378882
533	0.34470054
534	0.3446636145
535	0.3446280939
536	0.3444351102
537	0.3443984676
538	0.3443632262
539	0.3443249647
540	0.3442882506
541	0.3442560283
542	0.3442192432
543	0.3441838257
544	0.3441463031
545	0.3441131656
546	0.3440774301
547	0.3440425384
548	0.3440090522
549	0.3439375857
550	0.3436635447
551	0.3436293878
552	0.3435923893
553	0.3435579918
554	0.3435218049
555	0.3434859648
556	0.343449635
557	0.3434134115
558	0.343345662
559	0.3431299866
560	0.3430939747
561	0.3430590829
562	0.3430071682
563	0.3429716792
564	0.3429399821
565	0.342886625
566	0.3428542261
567	0.3427992907
568	0.342763447
569	0.3427278231
570	0.3426923324
571	0.3426581821
572	0.3426226606
573	0.3425872787
574	0.3425542491
575	0.3425191483
576	0.3424855219
577	0.3424507373
578	0.3422308655
579	0.3421977638
580	0.3421623847
581	0.3421265453
582	0.3420912349
583	0.3420559239
584	0.3420201902
585	0.3419867741
586	0.3419537441
587	0.3419191001
588	0.3415551209
589	0.3415025375
590	0.3414675405
591	0.3414366178
592	0.3414020772
593	0.3413676426
594	0.3413349291
595	0.3412999015
596	0.3412316625
597	0.3411988778
598	0.3411644763
599	0.3411300082
600	0.3409547053
601	0.3409221664
602	0.3408656161
603	0.3408313571
604	0.3407985375
605	0.3407642092
606	0.3407315673
607	0.3406987085
608	0.3406654648
609	0.3405933322
610	0.3405604783
611	0.3405276579
612	0.340493116
613	0.3404590333
614	0.3404240721
615	0.3403896742
616	0.3403557698
617	0.3403230557
618	0.3402924453
619	0.3402581878
620	0.3402244535
621	0.3401905122
622	0.3401568145
623	0.3401271218
624	0.3400959869
625	0.3400667473
626	0.3400331913
627	0.3399991082
628	0.3397948599
629	0.3397613008
630	0.3397276037
631	0.3396940121
632	0.3396398836
633	0.3396100459
634	0.3395767002
635	0.3395243962
636	0.3394910147
637	0.3394588622
638	0.3394254798
639	0.3393922737
640	0.339328665
641	0.3392954243
642	0.3392616257
643	0.3392298545
644	0.3390948099
645	0.339063778
646	0.3390298023
647	0.3389960329
648	0.3389651412
649	0.3389339037
650	0.3389025244
651	0.3388695676
652	0.3388367446
653	0.3388039605
654	0.3387708619
655	0.3387396223
656	0.3387095396
657	0.3386765466
658	0.3384669498
659	0.3384342364
660	0.3384061911
661	0.3383736501
662	0.3383405849
663	0.3383078014
664	0.3382768418
665	0.3382440563
666	0.338211414
667	0.3381790485
668	0.3381466161
669	0.3380843098
670	0.3380519799
671	0.3380194429
672	0.3379872541
673	0.3376967839
674	0.337667334
675	0.3376189277
676	0.3375861793
677	0.3375557118
678	0.337524753
679	0.3374923542
680	0.3370910772
681	0.3370586797
682	0.3370265598
683	0.3369952504
684	0.3369645365
685	0.3369327322
686	0.336877899
687	0.3368459596
688	0.3368135983
689	0.3367813045
690	0.336749432
691	0.3367175604
692	0.3366858968
693	0.3366538859
694	0.3366221204
695	0.3365768707
696	0.336547351
697	0.3365175532
698	0.3364879964
699	0.3364557054
700	0.3364239405
701	0.336337631
702	0.3363058626
703	0.3362406065
704	0.336209122
705	0.3361776004
706	0.3361457614
707	0.3361143437
708	0.3358923148
709	0.3358621643
710	0.3355975913
711	0.3355659276
712	0.3355353557
713	0.3355059061
714	0.3354758926
715	0.3354448247
716	0.3354131982
717	0.3353826968
718	0.3353512469
719	0.3352991192
720	0.33526767
721	0.3352364661
722	0.3352048399
723	0.3351735979
724	0.3351424631
725	0.3351111537
726	0.335081319
727	0.3350246305
728	0.3347008433
729	0.3346697451
730	0.3344070292
731	0.3343762808
732	0.3343453534
733	0.3341568741
734	0.3341255308
735	0.3340946758
736	0.3340636827
737	0.3340344092
738	0.3340037644
739	0.3339728041
740	0.3339421594
741	0.3339114094
742	0.3338805926
743	0.333850193
744	0.3338196888
745	0.3336445943
746	0.3336158835
747	0.3335860489
748	0.3335556484
749	0.3335266587
750	0.333495979
751	0.3334663886
752	0.3334366221
753	0.3332765057
754	0.3332475499
755	0.333200792
756	0.333171836
757	0.3331414354
758	0.3331115616
759	0.3330806723
760	0.333049961
761	0.3330199484
762	0.3329895863
763	0.3329334201
764	0.3329033741
765	0.3328732204
766	0.3328431741
767	0.3328128455
768	0.3327830768
769	0.3327529605
770	0.3325947482
771	0.3325682089
772	0.3325224336
773	0.3324940718
774	0.3324470703
775	0.3324170603
776	0.3323866633
777	0.3323567592
778	0.332298418
779	0.3322682324
780	0.3322385709
781	0.3322104171
782	0.3321806868
783	0.3321512709
784	0.3321222079
785	0.3320924083
786	0.3320621849
787	0.331765995
788	0.3317360872
789	0.3317071622
790	0.3316765509
791	0.331646785
792	0.3316165984
793	0.331532115
794	0.3315024177
795	0.3314747586
796	0.3312127826
797	0.331165393
798	0.3311359423
799	0.3311064574
